BestellungID;KundeID;VereinsPartnerID;Kreditkarte;GueltigBis;KKFirma;Kaufdatum;ProduktID;Menge;Preis;Rabatt
RS0002222;;Blaetterglueck;;;;01.10.2018;21;47;55,90;
RS0002223;;Blaetterglueck;;;;01.10.2018;112;5;313,89;
RS0002223;;Blaetterglueck;;;;01.10.2018;23;7;82,89;
RS0002224;;Blaetterglueck;;;;01.10.2018;13;19;103,19;
RS0002225;;Blaetterglueck;;;;01.10.2018;104;38;117,70;
RS0002226;;Blaetterglueck;;;;01.10.2018;81;43;316,89;
RS0002227;;Blaetterglueck;;;;01.10.2018;49;16;484,20;
RS0002228;;Blaetterglueck;;;;01.10.2018;17;4;470,66;
RS0002228;;Blaetterglueck;;;;01.10.2018;32;25;374,89;
RS0002229;;Blaetterglueck;;;;01.10.2018;41;15;269,03;
RS0002230;;Blaetterglueck;;;;01.10.2018;101;33;147,31;
RS0002231;;Blaetterglueck;;;;01.10.2018;64;36;380,72;
RS0002232;;Blaetterglueck;;;;01.10.2018;99;5;322,89;
RS0002233;;Blaetterglueck;;;;01.10.2018;102;23;358,65;
RS0002233;;Blaetterglueck;;;;01.10.2018;7;32;84,89;
RS0002233;;Blaetterglueck;;;;01.10.2018;107;36;176,21;
RS0002233;;Blaetterglueck;;;;01.10.2018;15;42;254,30;
RS0002233;;Blaetterglueck;;;;01.10.2018;58;27;257,45;
RS0002234;;Blaetterglueck;;;;01.10.2018;116;46;324,89;
RS0002235;;Blaetterglueck;;;;01.10.2018;74;35;311,20;
RS0002236;;Blaetterglueck;;;;01.10.2018;59;42;326,89;
RS0002237;;Blaetterglueck;;;;01.10.2018;85;48;327,89;
RS0002238;;Blaetterglueck;;;;01.10.2018;29;47;475,29;
RS0002238;;Blaetterglueck;;;;01.10.2018;63;3;420,49;
RS0002239;;Blaetterglueck;;;;01.10.2018;51;35;258,94;
RS0002240;;Blaetterglueck;;;;01.10.2018;77;31;270,60;
RS0002241;;Blaetterglueck;;;;01.10.2018;77;11;208,87;
RS0002242;;Blaetterglueck;;;;01.10.2018;125;14;366,79;
RS0002243;;Blaetterglueck;;;;01.10.2018;62;42;293,54;
RS0002243;;Blaetterglueck;;;;01.10.2018;97;27;498,80;
RS0002244;;Blaetterglueck;;;;01.10.2018;74;36;66,06;
RS0002245;;Blaetterglueck;;;;01.10.2018;76;32;189,48;
RS0002246;;Blaetterglueck;;;;01.10.2018;70;46;469,23;
RS0002247;;Blaetterglueck;;;;01.10.2018;107;9;177,90;
RS0002248;;Blaetterglueck;;;;01.10.2018;50;2;479,51;
RS0002248;;Blaetterglueck;;;;01.10.2018;120;29;180,58;
RS0002248;;Blaetterglueck;;;;01.10.2018;36;3;434,90;
RS0002249;;Blaetterglueck;;;;01.10.2018;55;6;435,97;
RS0002250;;Blaetterglueck;;;;01.10.2018;72;23;431,98;
RS0002251;;Blaetterglueck;;;;01.10.2018;81;40;269,12;
RS0002252;;Blaetterglueck;;;;01.10.2018;91;8;135,90;
RS0002253;;Blaetterglueck;;;;01.10.2018;59;49;393,95;
RS0002253;;Blaetterglueck;;;;01.10.2018;45;24;88,89;
RS0002253;;Blaetterglueck;;;;01.10.2018;65;2;48,83;
RS0002254;;Blaetterglueck;;;;01.10.2018;50;26;87,65;
RS0002255;;Blaetterglueck;;;;01.10.2018;66;21;254,84;
RS0002256;;Blaetterglueck;;;;01.10.2018;118;38;429,71;
RS0002257;;Blaetterglueck;;;;01.10.2018;3;39;24,39;
RS0002258;;Blaetterglueck;;;;01.10.2018;37;9;450,76;
RS0002258;;Blaetterglueck;;;;01.10.2018;6;43;65,86;
RS0002258;;Blaetterglueck;;;;01.10.2018;32;35;13,92;
RS0002258;;Blaetterglueck;;;;01.10.2018;74;36;66,06;
RS0002259;;Blaetterglueck;;;;01.10.2018;87;36;375,76;
RS0002260;;Blaetterglueck;;;;01.10.2018;119;39;350,89;
RS0002261;;Blaetterglueck;;;;01.10.2018;5;12;314,96;
RS0002262;;Blaetterglueck;;;;01.10.2018;16;14;170,82;
RS0002263;;Blaetterglueck;;;;01.10.2018;66;18;353,89;
RS0002263;;Blaetterglueck;;;;01.10.2018;80;18;159,92;
RS0002263;;Blaetterglueck;;;;01.10.2018;62;31;224,92;
RS0002264;;Blaetterglueck;;;;01.10.2018;16;19;449,00;
RS0002265;;Blaetterglueck;;;;01.10.2018;89;41;178,47;
RS0002266;;Blaetterglueck;;;;01.10.2018;9;12;133,10;
RS0002267;;Blaetterglueck;;;;01.10.2018;2;23;134,92;
RS0002268;;Blaetterglueck;;;;01.10.2018;49;11;17,18;
RS0002268;;Blaetterglueck;;;;01.10.2018;45;1;242,86;
RS0002269;;Blaetterglueck;;;;01.10.2018;66;8;406,92;
RS0002270;;Blaetterglueck;;;;01.10.2018;12;7;295,87;
RS0002271;;Blaetterglueck;;;;01.10.2018;36;44;105,34;
RS0002272;;Blaetterglueck;;;;01.10.2018;110;49;334,74;
RS0002273;;Blaetterglueck;;;;01.10.2018;32;10;131,48;
RS0002273;;Blaetterglueck;;;;01.10.2018;1;29;252,27;
RS0002273;;Blaetterglueck;;;;01.10.2018;110;17;304,89;
RS0002274;;Blaetterglueck;;;;01.10.2018;105;31;212,77;
RS0002275;;Blaetterglueck;;;;01.10.2018;55;15;431,95;
RS0002276;;Blaetterglueck;;;;01.10.2018;72;22;306,00;
RS0002277;;Blaetterglueck;;;;01.10.2018;39;45;367,89;
RS0002278;;Blaetterglueck;;;;01.10.2018;73;11;101,02;
RS0002278;;Blaetterglueck;;;;01.10.2018;17;10;22,61;
RS0002278;;Blaetterglueck;;;;01.10.2018;64;13;472,47;
RS0002279;;Blaetterglueck;;;;01.10.2018;3;20;97,02;
RS0002280;;Blaetterglueck;;;;01.10.2018;28;46;127,09;
RS0002281;;Blaetterglueck;;;;01.10.2018;71;38;371,89;
RS0002282;;Blaetterglueck;;;;01.10.2018;125;33;372,89;
RS0002283;;Blaetterglueck;;;;01.10.2018;86;20;264,84;
RS0002283;;Blaetterglueck;;;;01.10.2018;43;27;94,89;
RS0002283;;Blaetterglueck;;;;01.10.2018;89;48;197,86;
RS0002284;;Blaetterglueck;;;;01.10.2018;15;29;93,47;
RS0002285;;Blaetterglueck;;;;01.10.2018;30;43;385,19;
RS0002286;;Blaetterglueck;;;;01.10.2018;70;12;116,83;
RS0002287;;Blaetterglueck;;;;01.10.2018;94;41;266,13;
RS0002288;;Blaetterglueck;;;;01.10.2018;69;31;317,09;
RS0002288;;Blaetterglueck;;;;01.10.2018;40;15;95,89;
RS0002289;;Blaetterglueck;;;;01.10.2018;123;30;265,41;
RS0002290;;Blaetterglueck;;;;01.10.2018;104;19;439,80;
RS0002291;;Blaetterglueck;;;;01.10.2018;89;11;381,89;
RS0002292;;Blaetterglueck;;;;01.10.2018;22;28;338,16;
RS0002293;;Blaetterglueck;;;;01.10.2018;113;22;297,57;
RS0002293;;Blaetterglueck;;;;01.10.2018;2;23;298,60;
RS0002293;;Blaetterglueck;;;;01.10.2018;28;39;224,24;
RS0002293;;Blaetterglueck;;;;01.10.2018;35;13;305,89;
RS0002294;;Blaetterglueck;;;;01.10.2018;2;42;256,61;
RS0002295;;Blaetterglueck;;;;01.10.2018;103;10;328,45;
RS0002296;;Blaetterglueck;;;;01.10.2018;12;38;386,89;
RS0002297;;Blaetterglueck;;;;01.10.2018;35;12;249,66;
RS0002298;;Blaetterglueck;;;;01.10.2018;38;33;52,58;
RS0002298;;Blaetterglueck;;;;01.10.2018;120;42;97,89;
RS0002299;;Blaetterglueck;;;;01.10.2018;121;27;308,12;
RS0002300;;Blaetterglueck;;;;01.10.2018;62;12;390,89;
RS0002301;;Blaetterglueck;;;;01.10.2018;35;13;387,82;
RS0002302;;Blaetterglueck;;;;01.10.2018;122;31;44,29;
RS0002303;;Blaetterglueck;;;;01.10.2018;78;13;393,89;
RS0002303;;Blaetterglueck;;;;01.10.2018;9;47;477,12;
RS0002304;;Blaetterglueck;;;;01.10.2018;16;43;395,33;
RS0002305;;Blaetterglueck;;;;01.10.2018;44;12;490,06;
RS0002306;;Blaetterglueck;;;;01.10.2018;47;15;428,93;
RS0002307;;Blaetterglueck;;;;01.10.2018;45;29;397,89;
RS0002308;;Blaetterglueck;;;;01.10.2018;93;37;54,56;
RS0002308;;Blaetterglueck;;;;01.10.2018;53;23;414,51;
RS0002308;;Blaetterglueck;;;;01.10.2018;68;3;123,24;
RS0002308;;Blaetterglueck;;;;01.10.2018;73;35;366,83;
RS0002308;;Blaetterglueck;;;;01.10.2018;16;40;268,89;
RS0002309;;Blaetterglueck;;;;01.10.2018;32;33;413,85;
RS0002310;;Blaetterglueck;;;;01.10.2018;53;15;256,29;
RS0002311;;Blaetterglueck;;;;01.10.2018;83;7;401,89;
RS0002312;;Blaetterglueck;;;;01.10.2018;53;45;314,28;
RS0002313;;Blaetterglueck;;;;01.10.2018;18;30;121,15;
RS0002313;;Blaetterglueck;;;;01.10.2018;13;42;52,76;
RS0002313;;Blaetterglueck;;;;01.10.2018;26;48;306,89;
RS0002314;;Blaetterglueck;;;;01.10.2018;83;27;181,00;
RS0002315;;Blaetterglueck;;;;01.10.2018;49;2;69,56;
RS0002316;;Blaetterglueck;;;;01.10.2018;38;12;406,89;
RS0002317;;Blaetterglueck;;;;01.10.2018;25;30;407,89;
RS0002318;;Blaetterglueck;;;;01.10.2018;35;26;133,90;
RS0002318;;Blaetterglueck;;;;01.10.2018;79;6;25,84;
RS0002319;;Blaetterglueck;;;;01.10.2018;70;34;29,50;
RS0002320;;Blaetterglueck;;;;01.10.2018;24;2;316,50;
RS0002321;;Blaetterglueck;;;;01.10.2018;83;41;368,67;
RS0002322;;Blaetterglueck;;;;01.10.2018;110;25;118,24;
RS0002323;;Blaetterglueck;;;;01.10.2018;49;40;413,89;
RS0002323;;Blaetterglueck;;;;01.10.2018;11;49;102,89;
RS0002323;;Blaetterglueck;;;;01.10.2018;36;15;482,52;
RS0002323;;Blaetterglueck;;;;01.10.2018;59;49;393,95;
RS0002324;;Blaetterglueck;;;;01.10.2018;63;43;77,28;
RS0002325;;Blaetterglueck;;;;01.10.2018;111;49;242,11;
RS0002326;;Blaetterglueck;;;;01.10.2018;70;3;400,39;
RS0002327;;Blaetterglueck;;;;01.10.2018;25;30;287,78;
RS0002328;;Blaetterglueck;;;;01.10.2018;108;35;418,89;
RS0002328;;Blaetterglueck;;;;01.10.2018;105;27;34,42;
RS0002329;;Blaetterglueck;;;;01.10.2018;70;19;109,44;
RS0002330;;Blaetterglueck;;;;01.10.2018;105;11;420,89;
RS0002331;;Blaetterglueck;;;;01.10.2018;61;11;133,23;
RS0002332;;Blaetterglueck;;;;01.10.2018;1;23;293,04;
RS0002333;;Blaetterglueck;;;;01.10.2018;120;42;190,59;
RS0002333;;Blaetterglueck;;;;01.10.2018;35;20;322,40;
RS0002333;;Blaetterglueck;;;;01.10.2018;48;9;257,11;
RS0002333;;Blaetterglueck;;;;01.10.2018;15;32;132,05;
RS0002334;;Blaetterglueck;;;;01.10.2018;44;8;363,46;
RS0002335;;Blaetterglueck;;;;01.10.2018;93;21;425,89;
RS0002336;;Blaetterglueck;;;;01.10.2018;58;44;112,48;
RS0002337;;Blaetterglueck;;;;01.10.2018;90;49;283,80;
RS0002338;;Blaetterglueck;;;;01.10.2018;7;32;200,42;
RS0002338;;Blaetterglueck;;;;01.10.2018;105;34;382,20;
RS0002338;;Blaetterglueck;;;;01.10.2018;101;45;270,89;
RS0002339;;Blaetterglueck;;;;01.10.2018;78;6;429,89;
RS0002340;;Blaetterglueck;;;;01.10.2018;112;48;430,89;
RS0002341;;Blaetterglueck;;;;01.10.2018;105;3;374,21;
RS0002342;;Blaetterglueck;;;;01.10.2018;57;7;389,06;
RS0002343;;Blaetterglueck;;;;01.10.2018;82;37;495,78;
RS0002343;;Blaetterglueck;;;;01.10.2018;47;48;308,79;
RS0002344;;Blaetterglueck;;;;01.10.2018;108;1;228,32;
RS0002345;;Blaetterglueck;;;;01.10.2018;61;26;307,04;
RS0002346;;Blaetterglueck;;;;01.10.2018;20;46;460,49;
RS0002347;;Blaetterglueck;;;;01.10.2018;122;8;45,79;
RS0002348;;Blaetterglueck;;;;01.10.2018;115;12;265,48;
RS0002348;;Blaetterglueck;;;;01.10.2018;74;16;117,40;
RS0002349;;Blaetterglueck;;;;01.10.2018;50;35;204,05;
RS0002350;;Blaetterglueck;;;;01.10.2018;37;23;244,70;
RS0002351;;Blaetterglueck;;;;01.10.2018;75;39;231,38;
RS0002352;;Blaetterglueck;;;;01.10.2018;36;38;242,02;
RS0002353;;Blaetterglueck;;;;01.10.2018;113;2;443,89;
RS0002353;;Blaetterglueck;;;;01.10.2018;117;39;108,89;
RS0002353;;Blaetterglueck;;;;01.10.2018;107;18;399,76;
RS0002353;;Blaetterglueck;;;;01.10.2018;68;6;351,36;
RS0002354;;Blaetterglueck;;;;01.10.2018;110;16;135,82;
RS0002355;;Blaetterglueck;;;;01.10.2018;74;6;389,75;
RS0002356;;Blaetterglueck;;;;01.10.2018;4;19;446,89;
RS0002357;;Blaetterglueck;;;;01.10.2018;29;11;179,19;
RS0002358;;Blaetterglueck;;;;01.10.2018;104;28;251,43;
RS0002358;;Blaetterglueck;;;;01.10.2018;23;36;248,04;
RS0002358;;Blaetterglueck;;;;01.10.2018;29;14;213,62;
RS0002358;;Blaetterglueck;;;;01.10.2018;76;32;189,48;
RS0002359;;Blaetterglueck;;;;01.10.2018;77;13;407,48;
RS0002360;;Blaetterglueck;;;;01.10.2018;40;5;308,14;
RS0002361;;Blaetterglueck;;;;01.10.2018;111;25;386,28;
RS0002362;;Blaetterglueck;;;;01.10.2018;80;35;54,75;
RS0002363;;Blaetterglueck;;;;01.10.2018;95;42;265,83;
RS0002363;;Blaetterglueck;;;;01.10.2018;71;29;114,44;
RS0002364;;Blaetterglueck;;;;01.10.2018;95;39;176,30;
RS0002365;;Blaetterglueck;;;;01.10.2018;8;22;21,16;
RS0002366;;Blaetterglueck;;;;01.10.2018;17;33;440,04;
RS0002367;;Blaetterglueck;;;;01.10.2018;76;8;378,05;
RS0002368;;Blaetterglueck;;;;01.10.2018;8;22;458,89;
RS0002368;;Blaetterglueck;;;;01.10.2018;94;27;461,66;
RS0002368;;Blaetterglueck;;;;01.10.2018;27;16;50,43;
RS0002369;;Blaetterglueck;;;;01.10.2018;107;34;476,59;
RS0002370;;Blaetterglueck;;;;01.10.2018;114;41;137,97;
RS0002371;;Blaetterglueck;;;;01.10.2018;13;6;297,05;
RS0002372;32;Blaetterglueck;;;;01.10.2018;113;13;462,89;
RS0002373;54;Blaetterglueck;;;;01.10.2018;81;18;208,93;
RS0002373;54;Blaetterglueck;;;;01.10.2018;83;10;339,84;
RS0002373;54;Blaetterglueck;;;;01.10.2018;51;47;105,13;
RS0002373;54;Blaetterglueck;;;;01.10.2018;66;21;254,84;
RS0002374;257;Blaetterglueck;;;;01.10.2018;26;47;470,51;
RS0002375;;Blaetterglueck;;;;01.10.2018;69;18;68,62;
RS0002376;;Blaetterglueck;;;;01.10.2018;47;30;301,61;
RS0002377;;Blaetterglueck;;;;01.10.2018;93;8;467,89;
RS0002378;;Blaetterglueck;;;;01.10.2018;15;29;346,57;
RS0002378;;Blaetterglueck;;;;01.10.2018;94;32;99,62;
RS0002379;232;Blaetterglueck;;;;01.10.2018;13;1;413,45;
RS0002380;;Blaetterglueck;;;;01.10.2018;71;12;343,72;
RS0002381;234;Blaetterglueck;;;;01.10.2018;93;23;241,39;
RS0002382;;Blaetterglueck;;;;01.10.2018;61;46;30,00;
RS0002383;367;Blaetterglueck;;;;01.10.2018;62;10;473,89;
RS0002383;367;Blaetterglueck;;;;01.10.2018;8;29;96,83;
RS0002383;367;Blaetterglueck;;;;01.10.2018;112;5;217,89;
RS0002383;367;Blaetterglueck;;;;01.10.2018;44;40;273,89;
RS0002384;;Blaetterglueck;;;;01.10.2018;111;35;111,45;
RS0002385;;Blaetterglueck;485856010300;09/85;Mastercard;01.10.2018;71;21;197,30;
RS0002386;219;Blaetterglueck;156606030000;10/94;Mastercard;01.10.2018;119;39;101,45;
RS0002387;;Blaetterglueck;DE51520613030006538429;09/93;Mastercard;01.10.2018;96;4;81,88;
RS0002388;239;Blaetterglueck;635085004900;08/19;Mastercard;01.10.2018;15;3;478,89;
RS0002388;239;Blaetterglueck;635085004900;43701;Mastercard;01.10.2018;96;31;83,37;
RS0002389;;Blaetterglueck;157009320000;07/11;Mastercard;01.10.2018;85;17;143,15;
RS0002390;;Blaetterglueck;985457009400;06/12;Mastercard;01.10.2018;5;26;217,86;
RS0002391;269;Blaetterglueck;315009050000;05/09;VISA;01.10.2018;111;25;273,57;
RS0002392;;Blaetterglueck;342105017000;06/82;Mastercard;01.10.2018;86;47;187,52;
RS0002393;75;Blaetterglueck;038008000000;03/15;VISA;01.10.2018;30;45;72,17;
RS0002393;75;Blaetterglueck;038008000000;42080;VISA;01.10.2018;27;41;213,69;
RS0002393;75;Blaetterglueck;038008000000;42080;VISA;01.10.2018;83;27;337,26;
RS0002394;;Blaetterglueck;756005010100;07/16;Mastercard;01.10.2018;100;16;484,89;
RS0002395;;Blaetterglueck;326509220000;09/91;Mastercard;01.10.2018;38;16;130,98;
RS0002396;189;Blaetterglueck;505205215400;07/12;Mastercard;01.10.2018;83;10;486,89;
RS0002397;;Blaetterglueck;597625102000;10/12;Mastercard;01.10.2018;27;29;487,89;
RS0002398;368;Blaetterglueck;DE05271900820006557461;07/17;Mastercard;01.10.2018;67;3;455,37;
RS0002398;368;Blaetterglueck;DE05271900820006557461;42917;Mastercard;01.10.2018;9;12;289,42;
RS0002398;368;Blaetterglueck;DE05271900820006557461;42917;Mastercard;01.10.2018;56;31;293,94;
RS0002399;;Blaetterglueck;276137008600;09/06;Mastercard;01.10.2018;50;37;384,16;
RS0002400;;Blaetterglueck;766809230000;08/14;Mastercard;01.10.2018;101;25;316,30;
RS0002401;42;Blaetterglueck;456626141600;06/93;Mastercard;01.10.2018;22;45;149,68;
RS0002402;;Blaetterglueck;365866265300;12/99;American Express;01.10.2018;36;7;461,21;
RS0002403;300;Blaetterglueck;326509220000;09/91;Mastercard;01.10.2018;3;1;474,04;
RS0002403;300;Blaetterglueck;326509220000;33496;Mastercard;01.10.2018;36;46;381,40;
RS0002404;;Blaetterglueck;725765001000;02/15;VISA;01.10.2018;66;43;152,62;
RS0002405;;Blaetterglueck;DE88256513250007588070;10/00;Mastercard;01.10.2018;21;32;495,89;
RS0002406;192;Blaetterglueck;502229003100;11/16;American Express;01.10.2018;99;26;14,79;
RS0002407;;Blaetterglueck;028505030000;02/84;VISA;01.10.2018;11;43;321,58;
RS0002408;;Blaetterglueck;036505011000;04/19;VISA;01.10.2018;120;43;307,94;
RS0002408;;Blaetterglueck;036505011000;43569;VISA;01.10.2018;21;24;348,36;
RS0002408;;Blaetterglueck;036505011000;43569;VISA;01.10.2018;55;6;212,24;
RS0002409;56;Blaetterglueck;432656269400;11/14;American Express;01.10.2018;38;6;61,63;
RS0002410;;Blaetterglueck;176949000000;05/15;VISA;01.10.2018;45;10;405,78;
RS0002411;;Blaetterglueck;DE50382600820006097758;01/88;VISA;01.10.2018;99;24;164,31;
RS0002412;279;Blaetterglueck;475086432200;12/13;American Express;01.10.2018;17;12;502,89;
RS0002413;;Blaetterglueck;847606944100;05/11;VISA;01.10.2018;75;16;489,45;
RS0002413;;Blaetterglueck;847606944100;40688;VISA;01.10.2018;6;24;120,89;
RS0002413;;Blaetterglueck;847606944100;40688;VISA;01.10.2018;55;31;261,07;
RS0002413;;Blaetterglueck;847606944100;40688;VISA;01.10.2018;19;17;311,89;
RS0002414;366;Blaetterglueck;DE32520602080006477772;10/92;Mastercard;01.10.2018;34;28;47,53;
RS0002415;;Blaetterglueck;DE64750200730004629509;01/19;VISA;01.10.2018;125;33;505,89;
RS0002416;;Blaetterglueck;358107002400;08/09;Mastercard;01.10.2018;66;5;402,83;
RS0002417;181;Blaetterglueck;545326120200;01/00;VISA;01.10.2018;91;9;129,81;
RS0002418;;Blaetterglueck;226949170000;06/19;Mastercard;01.10.2018;18;43;101,15;
RS0002418;;Blaetterglueck;226949170000;43644;Mastercard;01.10.2018;74;22;216,60;
RS0002419;37;Blaetterglueck;855609000000;12/93;American Express;01.10.2018;53;19;313,16;
RS0002420;;Blaetterglueck;965075009400;04/16;VISA;01.10.2018;20;45;344,03;
RS0002421;15;Blaetterglueck;722829155100;05/17;VISA;01.10.2018;123;47;417,85;
RS0002422;312;Blaetterglueck;DE63140520000000277808;10/17;Mastercard;01.10.2018;23;28;142,65;
RS0002423;202;Blaetterglueck;246509201000;09/94;Mastercard;01.10.2018;87;40;250,96;
RS0002423;202;Blaetterglueck;246509201000;34589;Mastercard;01.10.2018;79;45;377,93;
RS0002424;;Blaetterglueck;517019000000;09/20;Mastercard;01.10.2018;64;49;482,70;
RS0002425;279;Blaetterglueck;475086432200;12/13;American Express;01.10.2018;88;25;48,68;
RS0002426;;Blaetterglueck;117419100000;01/15;VISA;01.10.2018;49;9;312,93;
RS0002427;;Blaetterglueck;058505500000;11/15;American Express;01.10.2018;96;32;456,11;
RS0002428;;Blaetterglueck;DE41690516200008621252;01/90;VISA;01.10.2018;98;41;340,38;
RS0002428;;Blaetterglueck;DE41690516200008621252;32898;VISA;01.10.2018;113;40;123,89;
RS0002428;;Blaetterglueck;DE41690516200008621252;32898;VISA;01.10.2018;107;24;274,75;
RS0002429;;Blaetterglueck;222189002200;03/17;VISA;01.10.2018;120;42;259,87;
RS0002430;273;Blaetterglueck;116225155000;10/14;Mastercard;01.10.2018;33;21;15,38;
RS0002431;402;Blaetterglueck;DE76150505000003378867;10/02;Mastercard;01.10.2018;120;4;521,89;
RS0002432;50;Blaetterglueck;475405022000;03/20;VISA;01.10.2018;56;5;232,57;
RS0002433;;Blaetterglueck;573708008700;06/91;Mastercard;01.10.2018;38;41;488,97;
RS0002433;;Blaetterglueck;573708008700;33416;Mastercard;01.10.2018;94;12;124,89;
RS0002433;;Blaetterglueck;573708008700;33416;Mastercard;01.10.2018;44;35;292,24;
RS0002433;;Blaetterglueck;573708008700;33416;Mastercard;01.10.2018;42;6;238,89;
RS0002433;;Blaetterglueck;573708008700;33416;Mastercard;01.10.2018;21;47;55,90;
RS0002434;;Blaetterglueck;282003000000;06/15;Mastercard;01.10.2018;84;20;44,84;
RS0002435;;Blaetterglueck;375107002400;07/13;Mastercard;01.10.2018;102;25;118,39;
RS0002436;215;Blaetterglueck;366006986000;02/14;VISA;01.10.2018;119;13;96,27;
RS0002437;;Blaetterglueck;318206403800;01/10;VISA;01.10.2018;88;35;72,25;
RS0002438;;Blaetterglueck;DE47763600330007643410;01/17;VISA;01.10.2018;8;13;120,73;
RS0002438;;Blaetterglueck;DE47763600330007643410;42766;VISA;01.10.2018;66;33;125,89;
RS0002439;92;Blaetterglueck;541006100600;01/04;VISA;01.10.2018;86;22;314,79;8,60
RS0002440;;Blaetterglueck;482073000700;10/97;Mastercard;01.10.2018;6;19;301,24;0,60
RS0002441;176;Blaetterglueck;573708008700;06/91;Mastercard;01.10.2018;61;20;91,98;6,10
RS0002442;;Blaetterglueck;DE12694500650005824455;05/99;VISA;01.10.2018;48;16;532,89;4,80
RS0002443;247;Blaetterglueck;952565010600;11/16;American Express;01.10.2018;112;5;380,65;11,20
RS0002443;247;Blaetterglueck;952565010600;42688;American Express;01.10.2018;62;11;248,22;
RS0002443;247;Blaetterglueck;952565010600;42688;American Express;01.10.2018;74;22;120,11;
RS0002444;;Blaetterglueck;564203060000;11/95;American Express;01.10.2018;19;8;473,15;1,90
RS0002445;;Blaetterglueck;826042000000;12/18;American Express;01.10.2018;121;36;535,89;12,10
RS0002446;;Blaetterglueck;116225155000;10/14;Mastercard;01.10.2018;3;19;495,68;0,30
RS0002447;54;Blaetterglueck;946229011000;05/18;VISA;01.10.2018;73;28;195,22;7,30
RS0002448;;Blaetterglueck;146106050000;04/17;VISA;01.10.2018;40;25;342,56;4,00
RS0002448;;Blaetterglueck;146106050000;42842;VISA;01.10.2018;65;29;189,30;
RS0002449;;Blaetterglueck;DE88256513250007588070;10/00;Mastercard;01.10.2018;90;49;98,36;9,00
RS0002450;37;Blaetterglueck;855609000000;12/93;American Express;01.10.2018;70;27;352,77;0,24
RS0002451;;Blaetterglueck;735021013900;10/07;Mastercard;01.10.2018;9;33;396,77;0,90
RS0002452;48;Blaetterglueck;146106050000;04/17;VISA;01.10.2018;123;43;542,89;12,30
RS0002453;;Blaetterglueck;583007002400;11/13;American Express;01.10.2018;107;15;543,89;10,70
RS0002453;;Blaetterglueck;583007002400;41607;American Express;01.10.2018;78;33;243,01;
RS0002453;;Blaetterglueck;583007002400;41607;American Express;01.10.2018;112;5;313,89;
RS0002454;299;Blaetterglueck;157009320000;07/11;Mastercard;01.10.2018;114;21;394,75;11,40
RS0002455;;Blaetterglueck;937205010100;04/19;VISA;01.10.2018;23;36;146,12;0,77
RS0002456;;Blaetterglueck;837016337000;11/15;American Express;01.10.2018;70;5;58,19;0,13
RS0002457;;Blaetterglueck;626126121300;11/20;American Express;01.10.2018;14;32;547,89;1,40
RS0002458;;Blaetterglueck;DE87800800000009057669;03/21;VISA;01.10.2018;25;35;201,16;2,50
RS0002458;;Blaetterglueck;DE87800800000009057669;44285;VISA;01.10.2018;57;29;473,74;
RS0002458;;Blaetterglueck;DE87800800000009057669;44285;VISA;01.10.2018;89;2;69,34;
RS0002458;;Blaetterglueck;DE87800800000009057669;44285;VISA;01.10.2018;101;19;371,98;
RS0002458;;Blaetterglueck;DE87800800000009057669;44285;VISA;01.10.2018;70;46;469,23;
RS0002459;188;Blaetterglueck;655006174100;11/06;American Express;01.10.2018;69;5;399,21;6,90
RS0002460;;Blaetterglueck;246509201000;09/94;Mastercard;01.10.2018;87;45;298,72;8,70
RS0002461;;Blaetterglueck;822507002400;10/86;Mastercard;01.10.2018;87;20;430,78;8,70
RS0002462;137;Blaetterglueck;956306148600;08/13;Mastercard;01.10.2018;61;36;297,59;6,10
RS0002463;;Blaetterglueck;DE54400697160005120992;03/16;VISA;01.10.2018;62;42;232,32;6,20
RS0002463;;Blaetterglueck;DE54400697160005120992;42432;VISA;01.10.2018;115;31;264,86;
RS0002464;;Blaetterglueck;778405404000;10/15;Mastercard;01.10.2018;49;40;114,33;4,90
RS0002465;;Blaetterglueck;DE18370502990006030385;10/18;Mastercard;01.10.2018;110;39;242,95;11,00
RS0002466;;Blaetterglueck;695066163900;06/04;Mastercard;01.10.2018;30;6;492,30;3,00
RS0002467;;Blaetterglueck;566635003600;05/08;VISA;01.10.2018;25;34;557,89;2,50
RS0002468;;Blaetterglueck;418305050500;08/20;Mastercard;01.10.2018;120;22;558,89;12,00
RS0002468;;Blaetterglueck;418305050500;44070;Mastercard;01.10.2018;17;16;411,20;
RS0002469;217;Blaetterglueck;607426011000;10/14;Mastercard;01.10.2018;96;31;40,14;9,60
RS0002470;323;Blaetterglueck;DE59870961240002922672;09/01;Mastercard;01.10.2018;17;18;374,99;1,70
RS0002471;294;Blaetterglueck;973206138400;01/21;VISA;01.10.2018;122;14;272,74;12,20
RS0002472;;Blaetterglueck;DE59600695380000682486;02/03;VISA;01.10.2018;9;3;94,86;0,90
RS0002473;;Blaetterglueck;505429000000;12/87;American Express;01.10.2018;6;32;563,89;0,14
RS0002473;;Blaetterglueck;505429000000;32120;American Express;01.10.2018;98;29;264,40;
RS0002473;;Blaetterglueck;505429000000;32120;American Express;01.10.2018;68;19;279,89;
RS0002473;;Blaetterglueck;505429000000;32120;American Express;01.10.2018;13;19;103,19;
RS0002474;47;Blaetterglueck;222189002200;03/17;VISA;01.10.2018;62;8;313,28;6,20
