BestellungID;KundeID;VereinsPartnerID;Kaufdatum;Kreditkarte;GueltigBis;KKFirma;ProduktID;Menge;Preis;Rabatt
RS0000294;;GlückAuf;05.03.2022;;;;110;12;0,3;0
RS0000295;;GlückAuf;05.03.2022;;;;21;10;3,8;0
RS0000296;;GlückAuf;05.03.2022;;;;99;41;3,6;0
RS0000297;;GlückAuf;05.03.2022;;;;122;7;1,8;0
RS0000298;;GlückAuf;05.03.2022;;;;125;45;6,8;0
RS0000299;;GlückAuf;05.03.2022;;;;33;20;0,6;0
RS0000299;;GlückAuf;05.03.2022;;;;49;34;3,6;0
RS0000299;;GlückAuf;05.03.2022;;;;89;39;0,6;0
RS0000299;;GlückAuf;05.03.2022;;;;102;27;3,8;0
RS0000300;;GlückAuf;05.03.2022;;;;67;6;3,3;0
RS0000301;;GlückAuf;05.03.2022;;;;4;32;4,8;0
RS0000302;;GlückAuf;05.03.2022;;;;103;10;4,8;0
RS0000303;;GlückAuf;05.03.2022;;;;1;21;1,8;0
RS0000304;;GlückAuf;05.03.2022;;;;4;17;4,8;0
RS0000304;;GlückAuf;05.03.2022;;;;113;41;4,3;0
RS0000305;;GlückAuf;05.03.2022;;;;3;45;4,8;0
RS0000306;;GlückAuf;05.03.2022;;;;8;44;7,8;0
RS0000307;;GlückAuf;05.03.2022;;;;107;31;7,8;0
RS0000308;;GlückAuf;05.03.2022;;;;90;25;0,8;0
RS0000309;;GlückAuf;05.03.2022;;;;64;41;4,3;0
RS0000309;;GlückAuf;05.03.2022;;;;90;33;0,8;0
RS0000310;;GlückAuf;05.03.2022;;;;3;41;4,8;0
RS0000311;;GlückAuf;05.03.2022;;;;100;47;5,4;0
RS0000312;;GlückAuf;05.03.2022;;;;89;39;0,6;0
RS0000313;;GlückAuf;05.03.2022;;;;101;8;1,8;0
RS0000314;;GlückAuf;05.03.2022;;;;79;24;1,3;0
RS0000314;;GlückAuf;05.03.2022;;;;87;46;0,3;0
RS0000314;;GlückAuf;05.03.2022;;;;88;12;0,3;0
RS0000315;;GlückAuf;05.03.2022;;;;28;26;1,8;0
RS0000316;;GlückAuf;05.03.2022;;;;24;27;2,8;0
RS0000317;;GlückAuf;05.03.2022;;;;61;3;7,8;0
RS0000318;;GlückAuf;05.03.2022;;;;53;5;4,8;0
RS0000319;;GlückAuf;05.03.2022;;;;2;2;3,8;0
RS0000319;;GlückAuf;05.03.2022;;;;25;48;6,8;0
RS0000319;;GlückAuf;05.03.2022;;;;89;12;0,6;0
RS0000319;;GlückAuf;05.03.2022;;;;101;8;1,8;0
RS0000320;;GlückAuf;05.03.2022;;;;91;31;1;0
RS0000321;;GlückAuf;05.03.2022;;;;65;27;4,3;0
RS0000322;;GlückAuf;05.03.2022;;;;5;9;4,8;0
RS0000323;;GlückAuf;05.03.2022;;;;83;6;0,6;0
RS0000324;;GlückAuf;05.03.2022;;;;86;5;0,3;0
RS0000324;;GlückAuf;05.03.2022;;;;124;1;2,8;0
RS0000325;;GlückAuf;05.03.2022;;;;3;11;4,8;0
RS0000326;;GlückAuf;05.03.2022;;;;91;13;1;0
RS0000327;;GlückAuf;05.03.2022;;;;122;43;1,8;0
RS0000328;;GlückAuf;05.03.2022;;;;35;6;0,8;0
RS0000329;;GlückAuf;05.03.2022;;;;30;12;3,8;0
RS0000329;;GlückAuf;05.03.2022;;;;94;32;3,8;0
RS0000329;;GlückAuf;05.03.2022;;;;117;2;3,3;0
RS0000330;;GlückAuf;05.03.2022;;;;72;35;1,8;0
RS0000331;;GlückAuf;05.03.2022;;;;24;33;2,8;0
RS0000332;;GlückAuf;05.03.2022;;;;91;9;1;0
RS0000333;;GlückAuf;05.03.2022;;;;122;32;1,8;0
RS0000334;;GlückAuf;05.03.2022;;;;47;8;8,8;0
RS0000334;;GlückAuf;05.03.2022;;;;66;22;2,8;0
RS0000335;;GlückAuf;05.03.2022;;;;77;16;1,8;0
RS0000336;;GlückAuf;05.03.2022;;;;18;49;5,8;0
RS0000337;;GlückAuf;05.03.2022;;;;119;29;1,8;0
RS0000338;;GlückAuf;05.03.2022;;;;19;28;1,8;0
RS0000339;;GlückAuf;05.03.2022;;;;39;9;0,6;0
RS0000339;;GlückAuf;05.03.2022;;;;68;40;5,8;0
RS0000339;;GlückAuf;05.03.2022;;;;87;46;0,3;0
RS0000340;;GlückAuf;05.03.2022;;;;61;35;7,8;0
RS0000341;;GlückAuf;05.03.2022;;;;91;45;1;0
RS0000342;;GlückAuf;05.03.2022;;;;91;22;1;0
RS0000343;;GlückAuf;05.03.2022;;;;88;32;0,3;0
RS0000344;;GlückAuf;05.03.2022;;;;9;14;2,8;0
RS0000344;;GlückAuf;05.03.2022;;;;31;33;1,8;0
RS0000344;;GlückAuf;05.03.2022;;;;48;5;4,3;0
RS0000344;;GlückAuf;05.03.2022;;;;91;13;1;0
RS0000344;;GlückAuf;05.03.2022;;;;99;41;3,6;0
RS0000344;;GlückAuf;05.03.2022;;;;105;20;4,8;0
RS0000344;;GlückAuf;05.03.2022;;;;110;42;0,3;0
RS0000345;;GlückAuf;05.03.2022;;;;57;14;7,8;0
RS0000346;;GlückAuf;05.03.2022;;;;56;11;6,8;0
RS0000347;;GlückAuf;05.03.2022;;;;93;22;2,1;0
RS0000348;;GlückAuf;05.03.2022;;;;42;11;2,2;0
RS0000349;;GlückAuf;05.03.2022;;;;30;17;3,8;0
RS0000349;;GlückAuf;05.03.2022;;;;94;29;3,8;0
RS0000350;;GlückAuf;05.03.2022;;;;72;5;1,8;0
RS0000351;;GlückAuf;05.03.2022;;;;75;23;6,8;0
RS0000352;;GlückAuf;05.03.2022;;;;29;28;1,3;0
RS0000353;;GlückAuf;05.03.2022;;;;9;14;2,8;0
RS0000354;;GlückAuf;05.03.2022;;;;77;21;1,8;0
RS0000354;;GlückAuf;05.03.2022;;;;78;33;1,8;0
RS0000355;;GlückAuf;05.03.2022;;;;73;43;2,8;0
RS0000356;;GlückAuf;05.03.2022;;;;17;26;3,3;0
RS0000357;;GlückAuf;05.03.2022;;;;18;49;5,8;0
RS0000358;;GlückAuf;05.03.2022;;;;45;42;1,8;0
RS0000359;;GlückAuf;05.03.2022;;;;9;5;2,8;0
RS0000359;;GlückAuf;05.03.2022;;;;28;26;1,8;0
RS0000359;;GlückAuf;05.03.2022;;;;75;4;6,8;0
RS0000359;;GlückAuf;05.03.2022;;;;85;13;0,8;0
RS0000360;;GlückAuf;05.03.2022;;;;82;49;4,8;0
RS0000361;;GlückAuf;05.03.2022;;;;116;25;2,8;0
RS0000362;;GlückAuf;05.03.2022;;;;22;30;1,8;0
RS0000363;;GlückAuf;05.03.2022;;;;10;30;0,3;0
RS0000364;;GlückAuf;05.03.2022;;;;23;16;2,8;0
RS0000364;;GlückAuf;05.03.2022;;;;97;7;8,8;0
RS0000365;;GlückAuf;05.03.2022;;;;104;5;4,8;0
RS0000366;;GlückAuf;05.03.2022;;;;67;11;3,3;0
RS0000367;;GlückAuf;05.03.2022;;;;111;11;7,8;0
RS0000368;;GlückAuf;05.03.2022;;;;39;10;0,6;0
RS0000369;;GlückAuf;05.03.2022;;;;30;41;3,8;0
RS0000369;;GlückAuf;05.03.2022;;;;59;19;2,8;0
RS0000369;;GlückAuf;05.03.2022;;;;65;25;4,3;0
RS0000369;;GlückAuf;05.03.2022;;;;67;18;3,3;0
RS0000370;;GlückAuf;05.03.2022;;;;113;17;4,3;0
RS0000371;;GlückAuf;05.03.2022;;;;13;21;4,3;0
RS0000372;;GlückAuf;05.03.2022;;;;34;37;0,55;0
RS0000373;;GlückAuf;05.03.2022;;;;90;38;0,8;0
RS0000374;;GlückAuf;05.03.2022;;;;8;1;7,8;0
RS0000374;;GlückAuf;05.03.2022;;;;56;32;6,8;0
RS0000374;;GlückAuf;05.03.2022;;;;61;24;7,8;0
RS0000375;;GlückAuf;05.03.2022;;;;46;44;7,8;0
RS0000376;;GlückAuf;05.03.2022;;;;22;35;1,8;0
RS0000377;;GlückAuf;05.03.2022;;;;121;6;3,8;0
RS0000378;;GlückAuf;05.03.2022;;;;48;29;4,3;0
RS0000379;;GlückAuf;05.03.2022;;;;24;27;2,8;0
RS0000379;;GlückAuf;05.03.2022;;;;67;5;3,3;0
RS0000379;;GlückAuf;05.03.2022;;;;115;9;4,3;0
RS0000380;;GlückAuf;05.03.2022;;;;116;42;2,8;0
RS0000381;;GlückAuf;05.03.2022;;;;65;3;4,3;0
RS0000382;;GlückAuf;05.03.2022;;;;36;26;0,3;0
RS0000383;;GlückAuf;05.03.2022;;;;7;47;7,8;0
RS0000384;;GlückAuf;05.03.2022;;;;39;19;0,6;0
RS0000384;;GlückAuf;05.03.2022;;;;111;31;7,8;0
RS0000385;;GlückAuf;05.03.2022;;;;76;13;3,8;0
RS0000386;;GlückAuf;05.03.2022;;;;34;28;0,55;0
RS0000387;;GlückAuf;05.03.2022;;;;64;8;4,3;0
RS0000388;;GlückAuf;05.03.2022;;;;92;25;2,2;0
RS0000389;;GlückAuf;05.03.2022;;;;66;21;2,8;0
RS0000389;;GlückAuf;05.03.2022;;;;77;20;1,8;0
RS0000389;;GlückAuf;05.03.2022;;;;81;6;1,8;0
RS0000390;;GlückAuf;05.03.2022;;;;29;2;1,3;0
RS0000391;;GlückAuf;05.03.2022;;;;41;42;1;0
RS0000392;;GlückAuf;05.03.2022;;;;48;47;4,3;0
RS0000393;;GlückAuf;05.03.2022;;;;81;16;1,8;0
RS0000394;;GlückAuf;05.03.2022;;;;15;25;4,3;0
RS0000394;;GlückAuf;05.03.2022;;;;16;13;2,8;0
RS0000394;;GlückAuf;05.03.2022;;;;34;45;0,55;0
RS0000394;;GlückAuf;05.03.2022;;;;56;11;6,8;0
RS0000395;;GlückAuf;05.03.2022;;;;1;2;1,8;0
RS0000396;;GlückAuf;05.03.2022;;;;17;23;3,3;0
RS0000397;;GlückAuf;05.03.2022;;;;122;38;1,8;0
RS0000398;;GlückAuf;05.03.2022;;;;2;45;3,8;0
RS0000399;;GlückAuf;05.03.2022;;;;61;3;7,8;0
RS0000399;;GlückAuf;05.03.2022;;;;65;33;4,3;0
RS0000399;;GlückAuf;05.03.2022;;;;89;7;0,6;0
RS0000400;;GlückAuf;05.03.2022;;;;57;9;7,8;0
RS0000401;;GlückAuf;05.03.2022;;;;2;20;3,8;0
RS0000402;;GlückAuf;05.03.2022;;;;12;27;3,8;0
RS0000403;;GlückAuf;05.03.2022;;;;105;37;4,8;0
RS0000404;;GlückAuf;05.03.2022;;;;56;43;6,8;0
RS0000404;;GlückAuf;05.03.2022;;;;68;38;5,8;0
RS0000404;;GlückAuf;05.03.2022;;;;108;49;7,8;0
RS0000405;;GlückAuf;05.03.2022;;;;71;11;3,8;0
RS0000406;;GlückAuf;05.03.2022;;;;123;32;2,8;0
RS0000407;;GlückAuf;05.03.2022;;;;4;14;4,8;0
RS0000408;;GlückAuf;05.03.2022;;;;86;5;0,3;0
RS0000409;;GlückAuf;05.03.2022;;;;45;7;1,8;0
RS0000409;;GlückAuf;05.03.2022;;;;96;12;7,8;0
RS0000410;;GlückAuf;05.03.2022;;;;5;6;4,8;0
RS0000411;;GlückAuf;05.03.2022;;;;83;40;0,6;0
RS0000412;;GlückAuf;05.03.2022;;;;36;21;0,3;0
RS0000413;;GlückAuf;05.03.2022;;;;67;27;3,3;0
RS0000414;;GlückAuf;05.03.2022;;;;73;43;2,8;0
RS0000414;;GlückAuf;05.03.2022;;;;95;2;1,8;0
RS0000415;;GlückAuf;05.03.2022;;;;38;32;0,3;0
RS0000416;;GlückAuf;05.03.2022;;;;119;31;1,8;0
RS0000417;;GlückAuf;05.03.2022;;;;112;37;3,8;0
RS0000418;;GlückAuf;05.03.2022;;;;116;23;2,8;0
RS0000419;;GlückAuf;05.03.2022;;;;25;37;6,8;0
RS0000419;;GlückAuf;05.03.2022;;;;32;20;4,8;0
RS0000419;;GlückAuf;05.03.2022;;;;53;5;4,8;0
RS0000419;;GlückAuf;05.03.2022;;;;102;49;3,8;0
RS0000419;;GlückAuf;05.03.2022;;;;104;22;4,8;0
RS0000420;;GlückAuf;05.03.2022;;;;25;32;6,8;0
RS0000421;;GlückAuf;05.03.2022;;;;41;16;1;0
RS0000422;;GlückAuf;05.03.2022;;;;107;27;7,8;0
RS0000423;;GlückAuf;05.03.2022;;;;42;40;2,2;0
RS0000424;;GlückAuf;05.03.2022;;;;66;47;2,8;0
RS0000424;;GlückAuf;05.03.2022;;;;76;41;3,8;0
RS0000425;;GlückAuf;05.03.2022;;;;58;14;7,8;0
RS0000426;;GlückAuf;05.03.2022;;;;102;41;3,8;0
RS0000427;;GlückAuf;05.03.2022;;;;120;15;7,8;0
RS0000428;;GlückAuf;05.03.2022;;;;109;32;2,8;0
RS0000429;;GlückAuf;05.03.2022;;;;1;17;1,8;0
RS0000429;;GlückAuf;05.03.2022;;;;74;40;2,8;0
RS0000430;;GlückAuf;05.03.2022;;;;84;1;0,55;0
RS0000431;;GlückAuf;05.03.2022;;;;61;7;7,8;0
RS0000432;;GlückAuf;05.03.2022;;;;49;32;3,6;0
RS0000433;;GlückAuf;05.03.2022;;;;86;38;0,3;0
RS0000434;;GlückAuf;05.03.2022;;;;10;49;0,3;0
RS0000434;;GlückAuf;05.03.2022;;;;94;39;3,8;0
RS0000434;;GlückAuf;05.03.2022;;;;120;2;7,8;0
RS0000435;;GlückAuf;05.03.2022;;;;17;27;3,3;0
RS0000436;;GlückAuf;05.03.2022;;;;106;22;6,8;0
RS0000437;;GlückAuf;05.03.2022;;;;39;32;0,6;0
RS0000438;;GlückAuf;05.03.2022;;;;82;48;4,8;0
RS0000439;;GlückAuf;05.03.2022;;;;41;43;1;0
RS0000439;;GlückAuf;05.03.2022;;;;89;12;0,6;0
RS0000439;;GlückAuf;05.03.2022;;;;100;29;5,4;0
RS0000440;;GlückAuf;05.03.2022;;;;108;8;7,8;0
RS0000441;;GlückAuf;05.03.2022;;;;78;11;1,8;0
RS0000442;;GlückAuf;05.03.2022;;;;59;27;2,8;0
RS0000443;;GlückAuf;05.03.2022;;;;110;35;0,3;0
RS0000444;;GlückAuf;05.03.2022;;;;13;6;4,3;0
RS0000444;;GlückAuf;05.03.2022;;;;34;15;0,55;0
RS0000444;;GlückAuf;05.03.2022;;;;47;25;8,8;0
RS0000444;;GlückAuf;05.03.2022;;;;59;18;2,8;0
RS0000445;;GlückAuf;05.03.2022;;;;91;19;1;0
RS0000446;;GlückAuf;05.03.2022;;;;45;49;1,8;0
RS0000447;;GlückAuf;05.03.2022;;;;30;13;3,8;0
RS0000448;;GlückAuf;05.03.2022;;;;42;34;2,2;0
RS0000449;;GlückAuf;05.03.2022;;;;49;11;3,6;0
RS0000449;;GlückAuf;05.03.2022;;;;59;18;2,8;0
RS0000449;;GlückAuf;05.03.2022;;;;105;47;4,8;0
RS0000450;;GlückAuf;05.03.2022;;;;50;23;5,4;0
RS0000451;334;GlückAuf;05.03.2022;5514 8000 0695 2020;Apr 18;VISA;55;47;4,8;0
RS0000452;16;GlückAuf;05.03.2022;0000 1551 1519 1900;Jan 23;Mastercard;107;33;7,8;0
RS0000453;;GlückAuf;05.03.2022;6625 4000 0821 4150;Jan 23;VISA;66;35;2,8;0
RS0000454;;GlückAuf;05.03.2022;0000 9270 0400 4800;Mrz 18;VISA;4;17;4,8;0
RS0000454;;GlückAuf;05.03.2022;0000 9270 0400 4800;Mrz 18;VISA;85;32;0,8;0
RS0000455;40;GlückAuf;05.03.2022;0000 4183 0505 0500;Aug 20;Mastercard;15;46;4,3;0
RS0000456;177;GlückAuf;05.03.2022;0000 5666 3500 3600;Aug 23;VISA;46;41;7,8;0
RS0000457;100;GlückAuf;05.03.2022;0000 5766 2914 0000;Jun 99;Mastercard;123;3;2,8;0
RS0000458;;GlückAuf;05.03.2022;0000 3421 0501 7000;Jun 82;Mastercard;28;6;1,8;0
RS0000459;230;GlückAuf;05.03.2022;0000 9170 1696 1400;Aug 16;Mastercard;45;42;1,8;0
RS0000459;230;GlückAuf;05.03.2022;0000 9170 1696 1400;Aug 16;Mastercard;52;35;3,8;0
RS0000459;230;GlückAuf;05.03.2022;0000 9170 1696 1400;Aug 16;Mastercard;88;40;0,3;0
RS0000459;230;GlückAuf;05.03.2022;0000 9170 1696 1400;Aug 16;Mastercard;91;31;1;0
RS0000460;141;GlückAuf;05.03.2022;0000 0585 0550 0000;Nov 15;American Express;77;21;1,8;0
RS0000461;;GlückAuf;05.03.2022;0000 6152 4109 0000;Sep 19;Mastercard;62;2;3,8;0
RS0000462;190;GlückAuf;05.03.2022;0000 7272 0691 1300;Okt 20;Mastercard;108;29;7,8;0
RS0000463;;GlückAuf;05.03.2022;0640 3800 0868 8082;Nov 18;American Express;6;46;6,8;0
RS0000464;172;GlückAuf;05.03.2022;0000 8246 0600 4000;Dez 92;American Express;58;41;7,8;0
RS0000464;172;GlückAuf;05.03.2022;0000 8246 0600 4000;Dez 92;American Express;66;2;2,8;0
RS0000464;172;GlückAuf;05.03.2022;0000 8246 0600 4000;Dez 92;American Express;112;6;3,8;0
RS0000465;122;GlückAuf;05.03.2022;0000 7636 0800 8000;Mai 23;Mastercard;115;5;4,3;0
RS0000466;;GlückAuf;05.03.2022;0000 5625 0400 6600;Mai 23;VISA;37;20;0,3;0
RS0000467;;GlückAuf;05.03.2022;0000 2669 2900 0000;Jun 92;Mastercard;75;10;6,8;0
RS0000468;51;GlückAuf;05.03.2022;0000 9154 0616 5000;Jul 20;Mastercard;98;28;4,3;0
RS0000469;;GlückAuf;05.03.2022;2517 5500 0792 0450;Sep 13;Mastercard;29;28;1,3;0
RS0000469;;GlückAuf;05.03.2022;2517 5500 0792 0450;Sep 13;Mastercard;60;45;0,3;0
RS0000469;;GlückAuf;05.03.2022;2517 5500 0792 0450;Sep 13;Mastercard;79;11;1,3;0
RS0000469;;GlückAuf;05.03.2022;2517 5500 0792 0450;Sep 13;Mastercard;95;27;1,8;0
RS0000469;;GlückAuf;05.03.2022;2517 5500 0792 0450;Sep 13;Mastercard;113;46;4,3;0
RS0000470;87;GlückAuf;05.03.2022;0000 7653 3500 0000;Jul 18;Mastercard;5;2;4,8;0
RS0000471;;GlückAuf;05.03.2022;0000 2526 0624 3300;Aug 19;Mastercard;65;7;4,3;0
RS0000472;277;GlückAuf;05.03.2022;0000 3355 0207 0000;Okt 96;Mastercard;52;1;3,8;0
RS0000473;;GlückAuf;05.03.2022;1500 0000 0350 4480;Apr 18;VISA;118;5;5,8;0
RS0000474;20;GlückAuf;05.03.2022;0000 4820 7300 0700;Okt 97;Mastercard;22;23;1,8;0
RS0000474;20;GlückAuf;05.03.2022;0000 4820 7300 0700;Okt 97;Mastercard;69;5;1,8;0
RS0000475;355;GlückAuf;05.03.2022;0500 0000 0209 1298;Mai 14;VISA;82;16;4,8;0
RS0000476;130;GlückAuf;05.03.2022;0000 4114 0613 0800;Apr 23;Mastercard;111;39;7,8;0
RS0000477;303;GlückAuf;05.03.2022;9710 2400 0170 4650;Mai 17;VISA;88;28;0,3;0
RS0000478;24;GlückAuf;05.03.2022;0000 1072 2515 2000;Jan 89;VISA;9;39;2,8;0
RS0000479;;GlückAuf;05.03.2022;0000 1674 0500 0000;Mai 18;VISA;42;39;2,2;0
RS0000479;;GlückAuf;05.03.2022;0000 1674 0500 0000;Mai 18;VISA;43;22;2,1;0
RS0000479;;GlückAuf;05.03.2022;0000 1674 0500 0000;Mai 18;VISA;65;27;4,3;0
RS0000479;;GlückAuf;05.03.2022;0000 1674 0500 0000;Mai 18;VISA;69;39;1,8;0
RS0000480;142;GlückAuf;05.03.2022;0000 4831 2512 2000;Feb 18;VISA;103;48;4,8;0
RS0000481;;GlückAuf;05.03.2022;4600 4600 0405 9080;Sep 23;Mastercard;117;11;3,3;0
RS0000482;310;GlückAuf;05.03.2022;6601 2400 0873 3900;Okt 23;VISA;9;5;2,8;0
RS0000483;158;GlückAuf;05.03.2022;0000 5160 2618 1800;Mai 85;VISA;47;41;8,8;0
RS0000484;78;GlückAuf;05.03.2022;0000 6724 0501 1000;Nov 23;VISA;61;9;7,8;0
RS0000484;78;GlückAuf;05.03.2022;0000 6724 0501 1000;Nov 23;VISA;96;3;7,8;0
RS0000485;;GlückAuf;05.03.2022;0000 7460 0501 0100;Mai 15;VISA;117;4;3,3;0
RS0000486;156;GlückAuf;05.03.2022;0000 1868 0920 0000;Jun 92;Mastercard;16;32;2,8;0
RS0000487;405;GlückAuf;05.03.2022;3646 8900 0511 0030;Jul 23;VISA;10;40;0,3;0
RS0000488;147;GlückAuf;05.03.2022;0000 8943 0609 6700;Jun 20;Mastercard;123;32;2,8;0
RS0000489;304;GlückAuf;05.03.2022;6915 0000 0931 5450;Aug 23;VISA;54;23;4,8;0
RS0000489;304;GlückAuf;05.03.2022;6915 0000 0931 5450;Aug 23;VISA;105;24;4,8;0
RS0000490;;GlückAuf;05.03.2022;0000 2576 0260 0000;Dez 17;American Express;2;4;3,8;0
RS0000491;72;GlückAuf;05.03.2022;0000 7376 3515 6000;Dez 17;American Express;30;21;3,8;0
RS0000492;366;GlückAuf;05.03.2022;0602 0800 0647 7772;Okt 92;Mastercard;32;22;4,8;0
RS0000493;;GlückAuf;05.03.2022;0000 5983 0645 6800;Apr 20;VISA;23;26;2,8;0
RS0000494;16;GlückAuf;05.03.2022;0000 1551 1519 1900;Jan 23;Mastercard;21;47;3,8;0
RS0000494;16;GlückAuf;05.03.2022;0000 1551 1519 1900;Jan 23;Mastercard;29;4;1,3;0
RS0000494;16;GlückAuf;05.03.2022;0000 1551 1519 1900;Jan 23;Mastercard;61;28;7,8;0
RS0000494;16;GlückAuf;05.03.2022;0000 1551 1519 1900;Jan 23;Mastercard;89;39;0,6;0
RS0000494;16;GlückAuf;05.03.2022;0000 1551 1519 1900;Jan 23;Mastercard;93;22;2,1;0
RS0000495;88;GlückAuf;05.03.2022;0000 4968 3500 4800;Jun 88;Mastercard;26;24;3,8;0
RS0000496;300;GlückAuf;05.03.2022;0000 3265 0922 0000;Sep 91;Mastercard;78;44;1,8;0
RS0000497;76;GlückAuf;05.03.2022;0000 2761 3700 8600;Jun 23;Mastercard;11;4;7,8;0
RS0000498;;GlückAuf;05.03.2022;0000 0369 4500 6500;Sep 96;Mastercard;71;24;3,8;0
RS0000499;12;GlückAuf;05.03.2022;0000 3182 0640 3800;Okt 23;VISA;5;9;4,8;0
RS0000499;12;GlückAuf;05.03.2022;0000 3182 0640 3800;Okt 23;VISA;14;40;4,3;0
RS0000499;12;GlückAuf;05.03.2022;0000 3182 0640 3800;Okt 23;VISA;44;46;3,8;0
RS0000500;;GlückAuf;05.03.2022;0501 0100 0967 0118;Sep 17;Mastercard;103;40;4,8;0
RS0000501;235;GlückAuf;05.03.2022;0000 7668 0923 0000;Aug 14;Mastercard;52;37;3,8;0
RS0000502;409;GlückAuf;05.03.2022;3600 3300 0764 3410;Jan 17;VISA;43;13;2,1;0
RS0000503;363;GlückAuf;05.03.2022;0700 1000 0234 1368;Aug 78;Mastercard;46;15;7,8;0
RS0000504;;GlückAuf;05.03.2022;0000 5170 1900 0000;Sep 20;Mastercard;109;3;2,8;0
RS0000504;;GlückAuf;05.03.2022;0000 5170 1900 0000;Sep 20;Mastercard;111;25;7,8;0
RS0000505;22;GlückAuf;05.03.2022;0000 7337 0400 4400;Jan 19;VISA;107;8;8;10,7
RS0000506;398;GlückAuf;05.03.2022;1900 0000 0649 9490;Sep 23;Mastercard;80;27;4;8
RS0000507;4;GlückAuf;05.03.2022;0000 3966 0700 2400;Sep 18;Mastercard;76;42;4;7,6
RS0000508;259;GlückAuf;05.03.2022;0000 6152 4109 0000;Sep 19;Mastercard;97;23;9;9,7
RS0000509;296;GlückAuf;05.03.2022;0000 4658 5400 3500;Nov 23;Mastercard;78;40;1,8;0
RS0000509;296;GlückAuf;05.03.2022;0000 4658 5400 3500;Nov 23;Mastercard;97;34;8,8;0
RS0000509;296;GlückAuf;05.03.2022;0000 4658 5400 3500;Nov 23;Mastercard;116;46;3;11,6
RS0000510;;GlückAuf;05.03.2022;0000 2428 0216 2300;Jun 87;Mastercard;54;7;5;5,4
RS0000511;317;GlückAuf;05.03.2022;7613 4300 0367 1640;Dez 17;American Express;55;9;5;5,5
RS0000512;351;GlückAuf;05.03.2022;0693 2900 0222 1333;Jan 21;VISA;112;11;4;11,2
RS0000513;74;GlückAuf;05.03.2022;0000 6050 6521 2400;Jan 23;VISA;50;16;5,6;5
RS0000514;;GlückAuf;05.03.2022;0000 8879 0500 0000;Apr 19;VISA;55;29;5;5,5
RS0000514;;GlückAuf;05.03.2022;0000 8879 0500 0000;Apr 19;VISA;77;40;1,8;0
RS0000515;133;GlückAuf;05.03.2022;0000 8968 0920 0000;Nov 23;VISA;125;10;7;12,5
RS0000516;310;GlückAuf;05.03.2022;6601 2400 0873 3900;Okt 23;VISA;6;24;7;0,6
RS0000517;;GlückAuf;05.03.2022;0000 5410 0610 0600;Apr 23;VISA;42;44;2,4;4,2
RS0000518;178;GlückAuf;05.03.2022;0000 0880 0200 8700;Feb 90;VISA;53;32;5;5,3
RS0000519;366;GlückAuf;05.03.2022;0602 0800 0647 7772;Okt 92;Mastercard;17;35;3,3;0
RS0000519;366;GlückAuf;05.03.2022;0602 0800 0647 7772;Okt 92;Mastercard;33;13;0,6;0
RS0000519;366;GlückAuf;05.03.2022;0602 0800 0647 7772;Okt 92;Mastercard;54;44;4,8;0
RS0000519;366;GlückAuf;05.03.2022;0602 0800 0647 7772;Okt 92;Mastercard;83;6;0,6;0
RS0000519;366;GlückAuf;05.03.2022;0602 0800 0647 7772;Okt 92;Mastercard;116;48;3;11,6
RS0000520;84;GlückAuf;05.03.2022;0000 2657 0928 0000;Sep 20;Mastercard;10;12;0,5;1
RS0000521;;GlückAuf;05.03.2022;0300 0100 0558 4201;Feb 98;VISA;57;14;8;5,7
RS0000522;98;GlückAuf;05.03.2022;0000 3876 0260 0000;Jun 98;Mastercard;96;3;8;9,6
RS0000523;261;GlückAuf;05.03.2022;0000 3829 0501 0100;Jul 20;Mastercard;29;35;1,5;2,9
RS0000524;;GlückAuf;05.03.2022;0000 5012 0700 8800;Sep 88;Mastercard;2;48;4;0,2
RS0000524;;GlückAuf;05.03.2022;0000 5012 0700 8800;Sep 88;Mastercard;63;43;4,3;0
RS0000524;;GlückAuf;05.03.2022;0000 5012 0700 8800;Sep 88;Mastercard;125;13;6,8;0
RS0000525;56;GlückAuf;05.03.2022;0000 4326 5626 9400;Nov 14;American Express;101;3;2;10,1
RS0000526;115;GlückAuf;05.03.2022;0000 0778 0608 9600;Mrz 23;Mastercard;28;25;2;2,8
RS0000527;;GlückAuf;05.03.2022;0000 3147 8535 2000;Okt 20;Mastercard;40;5;1;4
RS0000528;300;GlückAuf;05.03.2022;0000 3265 0922 0000;Sep 91;Mastercard;87;23;0,5;8,7
RS0000529;;GlückAuf;05.03.2022;0000 1482 0641 6800;Nov 23;VISA;7;32;7,8;0
RS0000529;;GlückAuf;05.03.2022;0000 1482 0641 6800;Nov 23;VISA;86;46;0,5;8,6
RS0000530;65;GlückAuf;05.03.2022;0000 1562 0700 2400;Sep 76;Mastercard;21;25;4;2,1
RS0000531;;GlückAuf;05.03.2022;0903 0000 0188 5599;Nov 23;VISA;31;21;2;3,1
RS0000532;36;GlückAuf;05.03.2022;0000 1072 0621 5200;Jan 21;VISA;85;8;1;8,5
RS0000533;33;GlückAuf;05.03.2022;0000 0285 0503 0000;Feb 84;VISA;88;44;0,5;8,8
RS0000534;;GlückAuf;05.03.2022;0000 2287 0700 0000;Nov 23;American Express;63;11;4,3;0
RS0000534;;GlückAuf;05.03.2022;0000 2287 0700 0000;Nov 23;American Express;78;5;2;7,8
