KundeID;VereinsPartnerID;Vorname;Name;Geschlecht;Geburtsdatum;Telefon;Mobil;Email;Kreditkarte;GueltigBis;KKFirma
195;;Cilly;Resch;w;26.06.2014;04364/46890390;0169/7757950;cilly.resch@inter-mail.none;0000 8164 3901 3000;07/12;Mastercard
196;;Leongard;Kunzmann;w;30.06.2017;05383/3869166;0169/8913694;lkunzmann@private.none;0000 7350 2101 3900;10/07;Mastercard
197;;Ingelore;Marktschreier;;25.03.1902;;0166/6001650;ingelore02@open-mail.none;0000 7268 4522 9000;06/96;Mastercard
198;GlückAuf;Diane;Conner;w;15.08.1963;03605/44955161;0163/6040421;d-63@validmail.none;0000 4359 0200 9000;07/01;Mastercard
199;;Rothmund;Kuhnen;;07.09.1902;07132/44393503;;r-kuhnen@lovemail.none;0000 0850 0305 0000;11/13;American Express
200;Morgenstern;Wiltrud;Conrady;w;02.10.1969;;0176/7880227;w.conrady@domain.none;0000 0560 0695 9500;04/10;VISA
201;Blaetterglueck;Dierk;Löwenstein;m;13.03.1937;06341/90639433;;dierk.37@live-mail.none;0000 9161 1500 2000;05/18;VISA
202;;Emely;Patz;w;06.11.1966;06136/30678943;;emely.patz@quickmail.none;0000 2465 0920 1000;09/94;Mastercard
203;WochenendGLück;Friedgard;Nill;w;25.09.1938;07366/71282161;0176/2159892;friedgard-38@kitty.none;0000 6637 0800 4000;01/18;VISA
204;;Myriam;Höfer;w;11.09.1920;030/18118928;0152/3599532;myriamhoefer@spam-mail.none;0000 5645 8410 3100;11/00;American Express
205;Druff1848;Hanfried;Zeiske;m;25.08.1959;05182/72351912;0156/9613255;h-zeiske@validmail.none;0000 2526 0624 3300;08/19;Mastercard
206;;Theo;Ammer;m;09.05.1940;02599/35336070;0179/3065296;theo.ammer@funmail.none;0000 2770 1694 5000;04/10;VISA
207;VolleRose;Lydia;Haferkamp;w;24.06.1907;05187/79582313;0169/6345764;lydia-07@net-mail.none;0000 1477 0601 0000;03/12;VISA
208;;Hanno;Händler;m;08.12.1986;0681/86607563;0171/4251691;hanno-haendler@quickmail.none;0000 2813 0700 0000;11/13;American Express
209;;Herwald;Merkl;m;16.06.2001;06372/34338912;;herwald.2001@kitty.none;0000 5625 0400 6600;03/05;VISA
210;;Helmward;Engelbert;m;16.01.2009;06361/70752682;0177/7048497;h.engelbert@spam-mail.none;0000 9270 0400 4800;03/18;VISA
211;GlückAuf;Anje;Weingart;;19.07.1914;06622/91028119;0167/1491436;aweingart@goggle-mail.none;0000 2367 0512 0300;02/97;VISA
212;;Betti;Rauscher;w;29.03.2004;06430/78501591;0151/4342492;b_rauscher@anymail.none;0000 6325 9800 2700;06/88;Mastercard
213;Morgenstern;Joelina;Munoz;w;28.06.1940;07251/35609654;0155/4496691;joelina1940@xyz.none;0000 8370 1633 7000;11/15;American Express
214;Blaetterglueck;Adele;Bieg;w;10.04.2001;040/68751305;0157/2452605;adele-bieg@kitty.none;0000 5976 2510 2000;10/12;Mastercard
215;;Detrich;Kulla;;05.08.1978;;0175/1317911;d-kulla@company.none;0000 3660 0698 6000;02/14;VISA
216;WochenendGLück;Nortrud;Danz;w;03.08.1974;;0156/9816772;nortrud.danz@ultramail.none;0000 8552 0604 1000;04/91;VISA
217;;Manuela;Stiehler;d;28.05.1974;05952/92253501;0165/8553436;m.stiehler@goggle-mail.none;0000 6074 2601 1000;10/14;Mastercard
218;;Dörthe;Doll;w;19.12.1934;02235/98283187;0162/5029834;d1934@domain.none;0000 0369 4500 6500;09/96;Mastercard
219;;Marfried;Speicher;m;18.03.1979;0711/8420089;0169/5870081;m.1979@web.none;0000 1566 0603 0000;10/94;Mastercard
220;VolleRose;Nik;Maßmann;;18.11.1911;;0169/4945947;n_massmann@private.none;0000 1580 0400 0000;04/13;VISA
221;;Sylvelin;Kölbel;w;04.02.1914;06391/85972965;0176/2578399;sylvelin_koelbel@quickmail.none;0000 8379 6665 4800;10/17;Mastercard
222;;Giselher;Weinhardt;m;10.07.1916;07326/71148666;0155/8990849;g-weinhardt@retromail.none;0000 2470 0510 0300;05/92;VISA
223;;Wolfram;Ammermann;;24.07.1971;02365/17533849;0156/7533711;w.ammermann@open-mail.none;0000 3974 1200 7100;05/14;VISA
224;GlückAuf;Simone;Lill;w;01.06.1935;03606/1082569;0177/4307786;simone.lill@quickmail.none;0000 0220 0100 2000;09/10;Mastercard
225;;Hertha;Schnieders;;14.01.1930;08806/61495215;0164/2117910;hertha-schnieders@funmail.none;0000 5172 0700 2400;12/98;American Express
226;Morgenstern;Rico;Cunningham;m;04.11.1912;0621/59106356;;rico-1912@goggle-mail.none;0000 2820 0300 0000;06/15;Mastercard
227;Blaetterglueck;Theophil;Metzler;m;05.05.1910;06382/40254210;0163/6429015;theophil.1910@inter-mail.none;0000 8746 0700 2400;03/17;VISA
228;;Monika;Ruß;w;15.03.1936;02741/42443750;;monika_36@anymail.none;0000 2768 3915 0000;09/16;Mastercard
229;WochenendGLück;Rieke;Scheler;w;15.06.1977;0851/99017936;0165/3934743;r_1977@inter-mail.none;0000 6674 3690 8800;12/94;American Express
230;;Carolin;Hoppen;w;07.05.1991;02426/55749252;0155/2701099;c.hoppen@justmail.none;0000 9170 1696 1400;08/16;Mastercard
231;Druff1848;Arite;Bolten;;29.11.2003;;0157/6071005;arite_bolten@mymail.none;0000 8260 4200 0000;12/18;American Express
232;;Toralf;Glaser;m;29.11.1933;05445/15795482;0158/6476029;toralf-glaser@funmail.none;0000 6950 6616 3900;06/04;Mastercard
233;VolleRose;Gertraude;Maul;;22.01.1966;02662/53721352;;gertraude.maul@justmail.none;0000 8163 0500 0000;12/09;American Express
234;;Eckhold;Pinter;m;03.06.1928;02681/59591009;0151/2767052;eckhold_pinter@live-mail.none;0000 1570 1694 6500;02/93;VISA
235;;Carla;Stetter;w;02.01.1912;06135/42445112;0168/5647002;c_12@ultramail.none;0000 7668 0923 0000;08/14;Mastercard
236;;Rebecca;Prestel;w;28.08.1911;0381/73552736;0155/7064149;rebecca.11@funmail.none;0000 4787 0400 0000;10/20;Mastercard
237;GlückAuf;Nathanael;Ebersbach;m;27.10.1950;09408/94146966;0163/8487760;n1950@open-mail.none;0000 3874 0500 0000;02/18;VISA
238;;Bennett;Köller;;15.11.1927;07231/53900118;;bkoeller@domain.none;0000 7863 0700 8800;02/14;VISA
239;Morgenstern;Waltraut;Biel;w;05.08.1921;04821/61590218;;waltraut-biel@mymail.none;0000 6350 8500 4900;08/19;Mastercard
240;Blaetterglueck;Helwig;Dickel;m;23.06.1935;06136/80981834;0156/5103817;helwig-1935@hoster.none;0000 6044 0700 2400;01/18;VISA
241;;Christhart;Burke;m;17.09.1977;0521/79599813;0172/6079269;christhart1977@anymail.none;0000 5012 0700 8800;09/88;Mastercard
242;WochenendGLück;Mathis;Holloway;m;26.12.2002;0221/26255568;0156/7704675;m_2002@private.none;0000 7885 0400 0000;04/14;VISA
243;;Dora;Schwark;w;21.06.1955;04845/74034879;0172/7480425;dora-1955@mymail.none;0000 7660 0699 2600;05/16;VISA
244;Druff1848;Sergius;Vega;m;10.11.1928;06861/37225719;0174/5550486;s-1928@justmail.none;0000 6981 0700 2400;12/02;American Express
245;;Carsten;Giering;;01.08.2020;02271/80678378;0172/6798763;carsten_20@mymail.none;0000 3912 0965 9700;05/08;VISA
246;VolleRose;Clivia;Pinter;d;09.03.1907;06274/94732093;;clivia.pinter@private.none;0000 7277 0621 3900;02/20;VISA
247;;Traudl;Vaughn;;05.04.1941;07161/7414254;0170/2160981;tvaughn@open-mail.none;0000 9525 6501 0600;11/16;American Express
248;;Claudius;Schönfeldt;d;15.11.2016;02661/34365246;0151/1204365;cschoenfeldt@kitty.none;0000 9762 0918 0000;10/85;Mastercard
249;;Wolfhard;Korff;m;28.03.1949;;0151/1562120;wolfhard_korff@company.none;0000 1482 0641 6800;05/11;VISA
250;GlückAuf;Margret;Reinig;w;06.06.1906;09131/71483872;0153/4083348;margret.reinig@funmail.none;0000 3128 0690 9200;11/12;American Express
251;;Roslinde;Lampert;w;14.12.1967;06542/48814317;0150/9369492;roslinde.1967@goggle-mail.none;0000 3660 3501 3000;11/17;American Express
252;Morgenstern;Sieghart;Thönnes;;02.06.1969;06564/68593845;;sieghartthoennes@open-mail.none;0000 3751 0700 2400;07/13;Mastercard
253;Blaetterglueck;Markwart;Utsch;m;01.05.1937;09176/48069089;0172/4746185;markwart1937@kitty.none;0000 3170 0800 0000;10/00;Mastercard
254;;Mechthild;Lass;w;23.12.1944;09287/9221284;0161/1509090;mechthild44@net-mail.none;0000 7450 2307 0000;07/16;Mastercard
255;WochenendGLück;Stephania;Knerr;w;05.02.1980;05324/70801748;0170/5462552;stephania_knerr@private.none;0000 3250 9514 6900;07/13;Mastercard
256;;Jeannine;Hofmann;w;23.11.1931;08639/63486674;0175/2085713;jeannine.1931@anymail.none;0000 0729 1656 8100;09/17;Mastercard
257;Druff1848;Heimbert;Traut;m;11.05.1968;06352/97258047;0169/4201875;heimbert68@retromail.none;0000 2666 4500 5000;02/15;VISA
258;;Delf;Klinke;m;08.05.1957;08282/45929127;0166/8766411;d_klinke@net-mail.none;0000 0960 0697 1000;02/10;VISA
259;VolleRose;Centa;Geißler;w;13.04.1938;0202/22065973;0173/4916999;centageissler@kitty.none;0000 6152 4109 0000;09/19;Mastercard
260;;Beat;Engemann;m;27.09.1981;03386/58526402;0175/2202036;beat-engemann@funmail.none;0000 3352 0604 1000;08/19;Mastercard
261;VolleRose;Fridolin;Fisch;m;27.03.1921;;0154/7847161;ffisch@quickmail.none;0000 3829 0501 0100;07/20;Mastercard
262;;Tomas;Oettel;m;30.06.1933;06550/72256747;0168/4991564;tomas.33@domain.none;0000 6566 0908 0000;02/21;VISA
263;GlückAuf;Hiltrud;Winterhoff;d;10.03.2017;05584/13464530;0172/7997805;hiltrud.winterhoff@hoster.none;0000 3275 0690 6100;07/02;Mastercard
264;;Selina;Bingel;d;07.05.1999;06325/20799879;0179/3338274;selinabingel@open-mail.none;0000 3862 2500 3000;06/20;Mastercard
265;Morgenstern;Dagobert;Stucke;m;25.08.1986;06435/1608303;;dagobert.stucke@inter-mail.none;0000 1728 0672 5700;06/19;Mastercard
266;Blaetterglueck;Regelinde;Seewald;w;11.09.2003;;0159/9836167;regelinde.seewald@inter-mail.none;0000 5921 4636 0300;09/02;Mastercard
267;;Kathrin;Hinz;w;07.04.2012;06751/84846150;0179/3793995;kathrin.hinz@kitty.none;0000 8460 0501 0100;01/05;VISA
268;WochenendGLück;Adeltraut;Heinisch;w;29.03.2005;02984/16310999;0157/6154914;adeltraut-heinisch@lovemail.none;0000 2868 0900 0000;07/86;Mastercard
269;;Cornelia;Riederer;w;18.12.1915;;0172/8251958;cornelia-riederer@mymail.none;0000 3150 0905 0000;05/09;VISA
270;Druff1848;Ann;Pfahl;w;19.11.1922;02626/77895744;0163/6582992;ann.pfahl@domain.none;0000 7165 4618 7800;06/97;Mastercard
271;;Ludolf;Olszewski;m;05.12.1937;;0172/6058936;ludolf.olszewski@goggle-mail.none;0000 3581 0700 2400;08/09;Mastercard
272;;Ilsemarie;Küstner;d;17.01.1920;02192/85028179;0158/1251956;ilsemarie-kuestner@goggle-mail.none;0000 2151 0500 1500;03/12;VISA
273;Druff1848;Beate;Sigg;w;02.10.1918;07533/97143005;0171/5530010;beate_sigg@spam-mail.none;0000 1162 2515 5000;10/14;Mastercard
274;;Kjell;Vedder;d;26.10.1981;04943/47177452;0166/2302220;kvedder@company.none;0000 9750 3305 0000;11/11;American Express
275;;Bertolt;Häußermann;;11.08.2004;05192/42387229;0167/7320037;b.haeussermann@spam-mail.none;0000 2386 0101 1100;04/84;VISA
276;GlückAuf;Gerdhild;Doppelpunkt;w;26.07.2013;;0165/6396952;gerdhild_13@hoster.none;0000 1769 4900 0000;05/15;VISA
277;;Reni;Dittrich;w;19.04.1992;07657/25257633;;reni_dittrich@goggle-mail.none;0000 3355 0207 0000;10/96;Mastercard
278;Morgenstern;Willmar;Goeke;;30.01.1999;030/21998343;0159/4854445;willmar.goeke@anymail.none;0000 4075 0500 0000;09/00;Mastercard
279;Blaetterglueck;Benedikta;Baumbach;w;02.05.2003;06525/70851498;0167/6292792;benedikta.baumbach@spam-mail.none;0000 4750 8643 2200;12/13;American Express
280;;Hildrun;Kiene;w;24.07.1976;06053/80897733;0165/1408501;hildrun_kiene@company.none;0000 7750 1209 0000;01/07;VISA
281;WochenendGLück;Otger;Rennert;m;26.06.1958;;0170/2976998;otger-rennert@validmail.none;0000 4858 5601 0300;09/85;Mastercard
282;;Ira;Harmon;;08.03.1902;0234/7063961;0169/2362650;ira-harmon@lovemail.none;0000 9060 2500 1000;11/13;American Express
283;Druff1848;Alexander;Jeckel;m;15.02.1995;09293/32553138;0159/7248912;a.jeckel@email.none;0000 6255 0305 3300;06/07;Mastercard
284;;Roswita;Lembcke;w;26.06.2004;06754/97285895;0167/1243840;roswita_lembcke@goggle-mail.none;0000 7051 0917 0000;06/17;Mastercard
285;VolleRose;Marcus;Hachmeister;;22.07.1927;04532/21308925;0178/3706843;mhachmeister@retromail.none;0000 8825 7500 0100;02/18;VISA
286;;Götz;Schönborn;m;11.09.1937;;0172/7062299;goetz.schoenborn@funmail.none;0000 4052 0690 2900;09/00;Mastercard
287;;Rosmarie;Mages;;04.02.1953;06634/29172594;0161/5134955;r_1953@kitty.none;0000 6336 0400 8500;09/89;Mastercard
288;;Volkher;Fährmann;d;24.06.2009;04531/54723494;0153/4098740;volkher-faehrmann@justmail.none;0000 3658 6626 5300;12/99;American Express
289;GlückAuf;Ingo;Huck;;13.09.1979;09153/24357372;;ingohuck@inter-mail.none;0000 0372 1200 7800;11/13;American Express
290;;Gislinde;Eichholz;w;22.07.1925;;;gislindeeichholz@hoster.none;0000 6310 1104 0000;01/15;VISA
291;Morgenstern;Noel;Sprick;m;18.01.1934;06047/18166244;0162/5786957;noel_sprick@retromail.none;0000 1051 8500 7900;09/06;Mastercard
292;Blaetterglueck;Fabienne;Harzer;d;06.12.1912;06525/13145231;;fabienne_harzer@private.none;0000 4844 5500 4500;05/02;VISA
293;;Leandra;Koplin;;20.11.1923;04191/16139629;0160/1490461;lkoplin@domain.none;0000 4228 0697 7300;01/13;VISA
294;WochenendGLück;Renate;Zentner;w;07.03.1971;07152/71347125;0172/1148249;rzentner@hoster.none;0000 9732 0613 8400;01/21;VISA
295;;Cäzilie;Wehrhahn;;31.03.1919;04275/55727339;0172/3468664;caezilie-1919@spam-mail.none;0000 5221 5653 1600;10/02;Mastercard
296;Druff1848;Sigmar;Kliem;d;26.10.1938;06541/40241502;0154/1378872;sigmar-kliem@email.none;0000 4658 5400 3500;10/11;Mastercard
297;;Adolph;Chambers;m;05.09.1954;;0150/5859117;a_chambers@retromail.none;0000 6279 0500 0000;12/97;American Express
298;VolleRose;Ekhard;Nicklaus;m;28.12.2020;;0167/4189196;ekhard-nicklaus@net-mail.none;0000 3421 0501 7000;06/82;Mastercard
299;;Sybilla;Goltz;;06.09.2005;02692/75091599;0164/1787899;s.05@private.none;0000 1570 0932 0000;07/11;Mastercard
300;;Tilli;Bethge;w;04.03.1939;05173/97960857;0159/8153916;tilli.bethge@kitty.none;0000 3265 0922 0000;09/91;Mastercard
301;Morgenstern;Theodeline;Böhlke;w;07.08.1981;;;theodeline81@mymail.none;0605 9200 0131 0597;10/16;Mastercard
302;Blaetterglueck;Marten;Rißmann;m;15.08.1986;05451/78284317;0171/8985622;marten.rissmann@open-mail.none;0200 7300 0462 9509;01/19;VISA
303;;Emeram;King;m;29.08.1947;09371/14454611;0171/2594569;e-king@web.none;9710 2400 0170 4650;05/17;VISA
304;Abendröte;Mathis;Mehrtens;m;21.03.1940;02653/79720306;0173/6763498;m-40@open-mail.none;6915 0000 0931 5450;04/08;Mastercard
305;;Emily;Riedle;w;21.04.1963;0631/44646107;0178/2080159;eriedle@justmail.none;0640 3800 0868 8082;11/18;American Express
306;Druff1848;Kassandra;Lüneburg;d;13.11.2010;05923/73379841;0169/6906294;kassandra.lueneburg@lovemail.none;4922 0000 0374 9970;05/17;VISA
307;;Ehrenreich;Stoffers;d;20.02.1906;;0165/9315264;ehrenreichstoffers@anymail.none;6613 3000 0735 3920;04/20;VISA
308;VolleRose;Arthur;Birke;;11.02.1970;08221/39916250;0152/8164464;arthur.birke@open-mail.none;9501 3000 0879 1470;08/18;Mastercard
309;;Claus;Dietel;m;25.07.1959;05923/98022744;;cdietel@spam-mail.none;0500 0000 0822 2245;10/12;American Express
310;;Elsgard;Gerards;;22.04.2019;;0165/4652233;elsgardgerards@anymail.none;6601 2400 0873 3900;01/10;Mastercard
311;;Ilsa;Wezel;w;26.06.1916;;0165/6119649;ilsa1916@anymail.none;0500 0000 0330 9863;10/19;Mastercard
312;GlückAuf;Klarissa;Zander;d;14.06.1902;;0168/6149344;klarissazander@bestmail.none;0520 0000 0027 7808;10/17;Mastercard
313;;Hartmut;Speiser;m;06.04.1982;03901/82039258;0155/3272273;hartmut.speiser@quickmail.none;0903 0000 0188 5599;01/11;American Express
314;Morgenstern;Amelie;Riede;w;26.08.2004;;;amelieriede@open-mail.none;1500 0000 0350 4480;04/18;VISA
315;Blaetterglueck;Fabio;Butsch;m;15.06.2011;0395/50007504;;fabiobutsch@bestmail.none;0601 0000 0128 5504;12/91;American Express
316;;Catharina;Frieling;d;16.11.1981;08083/63867424;0157/3385829;catharina.frieling@goggle-mail.none;0613 0300 0653 8429;09/93;Mastercard
317;Abendröte;Erwin;Kalus;m;12.03.2016;05532/40514154;0152/5508416;ekalus@anymail.none;7613 4300 0367 1640;12/17;American Express
318;;Marcel;Filser;m;10.08.2014;02662/70425131;;marcelfilser@open-mail.none;2911 2000 0746 7730;02/02;VISA
319;Abendröte;Timon;Zeilinger;m;25.08.1944;;0176/1928051;timon.zeilinger@quickmail.none;0500 0000 0018 2918;01/13;VISA
320;;Siegbert;Peikert;m;04.02.2001;06821/23523445;0160/3426485;siegbert.2001@live-mail.none;5623 0000 0678 9500;12/02;VISA
321;VolleRose;Hansjürgen;Siebers;m;02.05.1928;06432/35397987;0155/4730091;hansjuergen.siebers@web.none;3400 7600 0709 7670;04/99;VISA
322;;Nicholas;Kügler;m;07.02.1921;;0154/7066312;nicholas_21@quickmail.none;0616 9800 0343 8287;01/21;VISA
323;;Simpert;Höing;d;21.10.1998;07195/1739328;;simpert.hoeing@lovemail.none;0961 2400 0292 2672;09/01;VISA
324;;Jona;Schwindt;m;04.11.1980;08191/17756751;0161/6637124;jona.schwindt@quickmail.none;4600 4600 0405 9080;08/09;Mastercard
325;GlückAuf;Finchen;Thum;w;20.01.1966;0241/91817106;;f-1966@kitty.none;6625 4000 0821 4150;01/01;VISA
326;;Herwald;Wetzig;m;12.04.1969;07171/98503941;0158/5685992;h.wetzig@lovemail.none;0400 2800 0808 0412;04/03;VISA
327;Morgenstern;Thankmar;Gomez;m;31.01.1960;06202/79379640;0160/7340250;thankmar-1960@company.none;6500 1000 0326 5380;06/13;Mastercard
328;Blaetterglueck;Klauspeter;Dölling;;29.12.1995;;;klauspeter.doelling@domain.none;0503 5300 0162 7331;10/14;Mastercard
329;;Reglindis;Wünsche;;26.01.1983;06047/39016515;0174/1891764;reglindis-83@private.none;2624 5500 0966 6220;05/16;VISA
330;WochenendGLück;Lilo;Lamberti;w;14.10.1944;;0177/8655188;l44@xyz.none;2500 2000 0894 4120;01/16;VISA
331;;Erdmuthe;Rieckmann;w;17.05.1917;06724/82933857;0167/3219000;erdmuthe-rieckmann@domain.none;1691 8600 0607 2130;01/13;VISA
332;Druff1848;Frowin;Seider;m;19.03.2006;06849/79708596;0165/3571441;f.2006@web.none;6500 1000 0259 4650;01/19;VISA
333;;Juri;Zettl;m;11.07.1968;03464/43718790;0154/3095220;jurizettl@live-mail.none;3900 0000 0234 2770;07/20;Mastercard
334;Abendröte;Sibille;Pfaff;w;23.02.1987;;0173/2530200;sibille.87@xyz.none;5514 8000 0695 2020;04/18;VISA
335;;Axel;Ederer;m;11.01.1993;02692/45773688;0159/6683787;axel_ederer@company.none;3613 4200 0182 6120;01/16;VISA
336;;Hanswolf;Gröger;m;23.12.1999;09662/72812196;0159/4887790;hanswolf-99@email.none;2800 2000 0499 2830;09/20;Mastercard
337;;Andrea;Gaspar;w;26.01.1964;03904/73799184;0153/2748792;andrea64@net-mail.none;0690 1000 0345 6043;09/95;Mastercard
338;Abendröte;Albert;Klemt;;13.03.1941;;0152/9750059;albert1941@bestmail.none;4515 4800 0829 7550;05/13;VISA
339;;Norman;Bausch;m;06.08.1975;06766/59459165;;norman_bausch@retromail.none;0502 9900 0603 0385;10/18;Mastercard
340;Abendröte;Ulvi;Haubrich;m;01.03.2019;04351/3306192;;ulvi.haubrich@retromail.none;0500 0000 0188 8498;08/16;Mastercard
341;Blaetterglueck;Kurth;Herling;;13.04.1913;;0150/2032774;kurthherling@retromail.none;0800 4000 0413 7874;04/11;American Express
342;;Hanshermann;Eichenseer;m;02.08.1929;07345/35984483;;hanshermann_eichenseer@spam-mail.none;6665 4800 0669 8760;08/97;Mastercard
343;WochenendGLück;Detlev;Gruß;;15.06.1964;06550/59292159;0167/5901910;detlev-gruss@retromail.none;0501 8000 0167 8386;10/16;Mastercard
344;;Ottkar;Dierolf;m;07.07.1922;;0172/8907867;ottkar_dierolf@xyz.none;0400 0000 0034 0968;08/20;Mastercard
345;Druff1848;Burga;Frommer;w;05.04.1925;06559/34185026;0174/6946475;burga_frommer@validmail.none;0800 0000 0905 7669;03/21;VISA
346;;Lydia;Maschke;w;15.02.1976;07275/34392515;0153/6568426;lydia-76@anymail.none;3525 6500 0676 4290;09/85;Mastercard
347;Abendröte;Jörn;Schmieder;m;22.07.2015;02651/43267320;0175/6280181;joern-schmieder@net-mail.none;3600 1100 0149 9250;06/14;Mastercard
348;;Reni;Alm;w;10.01.1910;;0152/8851846;ralm@net-mail.none;0501 0100 0597 8241;12/20;American Express
349;;Franzpeter;Klinke;m;02.09.1913;;0173/8915147;franzpeterklinke@email.none;3519 6000 0698 5110;10/09;Mastercard
350;;Hilgrun;Toth;w;25.01.1975;06753/3031755;0179/7399492;h_toth@live-mail.none;1502 0000 0095 9780;07/80;Mastercard
351;VolleRose;Richard;Ruprecht;m;29.12.1963;04454/13284773;0154/3688785;richard.1963@spam-mail.none;0693 2900 0222 1333;01/21;VISA
352;;Winand;Paus;m;25.03.1929;05771/52564417;0170/1181752;w.paus@xyz.none;5700 6100 0383 2200;08/12;American Express
353;VolleRose;Fridegund;Lawson;w;11.08.1984;;;f_lawson@domain.none;0516 2000 0862 1252;01/90;VISA
354;;Albin;Kansy;m;12.07.2011;09366/10730757;;albin_kansy@bestmail.none;0505 0500 0362 8429;12/19;American Express
355;GlückAuf;Edeltraud;Balser;w;01.03.1922;;0170/4650526;e.balser@open-mail.none;0500 0000 0209 1298;05/14;VISA
356;;Hildemar;Schneemann;m;07.10.1943;04394/96181715;0168/8040365;h-schneemann@anymail.none;4601 1700 0882 1030;01/20;VISA
357;Morgenstern;Hansgerd;Kimpel;m;09.09.1986;06343/2588666;0158/1758679;hansgerd_kimpel@hoster.none;0700 2000 0018 5758;04/14;VISA
358;Blaetterglueck;Giulia;Seewald;w;23.05.1983;06341/68060406;;giulia-seewald@lovemail.none;3923 0000 0784 2310;04/19;VISA
359;;Levin;Heitz;;12.04.1981;08034/17503780;0160/8730766;lheitz@live-mail.none;0502 0100 0649 2687;01/96;VISA
360;WochenendGLück;Heinolf;Hennrich;m;14.08.1965;07131/42948428;0168/1709119;heinolf-hennrich@live-mail.none;1641 4900 0178 0040;01/20;VISA
361;;Lothar;Morgenroth;;26.08.1907;08705/42300470;0177/5845391;lothar.morgenroth@net-mail.none;2600 8200 0609 7750;01/88;VISA
362;Druff1848;Klotilde;Schaak;w;28.02.1952;04189/35139520;0179/9682344;kschaak@company.none;2516 3000 0515 7250;05/12;American Express
363;;Wichard;Adolf;;17.07.1967;05332/42298962;0162/2365001;w_adolf@goggle-mail.none;0700 1000 0234 1368;08/78;Mastercard
364;;Friedlinde;Häßler;w;11.08.1922;07945/25748642;0161/7214789;f.22@xyz.none;1628 9800 0788 2280;10/90;Mastercard
365;Druff1848;Clemens;Prien;m;25.04.2020;03947/32913610;0157/6854268;c.prien@inter-mail.none;1545 3000 0314 5100;01/99;VISA
366;;Emma;Reiner;w;04.12.2011;02653/97936088;0163/5259630;ereiner@mymail.none;0602 0800 0647 7772;10/92;Mastercard
367;;Bianka;Weinmann;;08.04.1927;06382/79238033;;bianka_weinmann@funmail.none;7625 5000 0467 5020;12/07;Mastercard
368;GlückAuf;Lerke;Brettschneider;;26.02.1943;06243/33568392;0171/2286379;lerke_1943@net-mail.none;1900 8200 0655 7460;07/17;Mastercard
369;;Karlernst;Lausen;;04.02.1984;;;k.84@retromail.none;5500 0000 0296 0870;03/21;VISA
370;Morgenstern;Corbinian;Rudel;m;13.05.1972;04881/29290328;0155/2199729;corbinian_rudel@domain.none;0695 3800 0068 2486;02/03;VISA
371;Blaetterglueck;Heinzkarl;Eren;;31.08.1917;;;h-17@bestmail.none;5510 2000 0856 8040;06/79;Mastercard
372;;Almtrud;Freiberg;w;29.02.1952;0234/32878438;0175/5627217;almtrudfreiberg@hoster.none;6621 5500 0593 9950;01/09;Mastercard
373;WochenendGLück;Ludwig;Hachmann;m;06.06.1972;08841/50859717;0153/5903606;l-hachmann@quickmail.none;0700 2800 0280 3760;11/84;American Express
374;;Tom;Grotz;m;25.07.2020;09083/94412338;0157/9859620;tom.2020@spam-mail.none;8643 2200 0056 4080;06/12;American Express
375;Druff1848;Tiburtius;Gründler;d;01.03.2010;0331/18400873;0162/4865909;tiburtius2010@quickmail.none;0300 0100 0558 4201;02/98;VISA
376;;Ingomar;Schöffel;d;04.02.1985;09193/22982275;0168/4745009;ingomarschoeffel@company.none;0400 0000 0712 1960;09/94;Mastercard
377;VolleRose;Adelgund;Kögler;w;11.06.1991;0281/39738619;0151/8985349;adelgund-1991@bestmail.none;3400 5800 0955 2420;05/15;VISA
378;;Artur;Kahnt;m;11.04.1908;04173/57997437;0177/5010252;a_kahnt@mymail.none;0697 1600 0512 0992;03/16;VISA
379;;Bertwin;Pape;m;01.12.1944;04321/83370480;;bertwin.pape@anymail.none;0800 8500 0186 4149;03/03;VISA
380;;Hellfried;Cetinkaya;m;13.08.1991;08245/40443700;0166/8205625;hellfried_cetinkaya@ultramail.none;5600 6000 0526 0330;08/08;Mastercard
381;GlückAuf;Eckehardt;Limberg;m;04.07.1996;;0174/2242610;eckehardt.limberg@validmail.none;2700 2400 0005 2050;02/05;VISA
382;;Jacqueline;Oelkers;d;28.05.1929;;0152/9034638;jacqueline.oelkers@ultramail.none;0614 2500 0420 7752;07/06;Mastercard
383;Morgenstern;Wastl;Griesbeck;;01.02.2002;06525/23054160;0159/5555562;wastl-02@inter-mail.none;4500 6500 0582 4450;05/99;VISA
384;Blaetterglueck;Hansgerd;Wüstner;m;19.02.1943;08456/2714722;0173/5622090;h_wuestner@live-mail.none;1500 0000 0835 8920;12/20;American Express
385;;Giselher;Lüke;m;12.04.1999;02654/63473903;;g.lueke@lovemail.none;0695 5900 0820 3729;12/20;American Express
386;WochenendGLück;Marli;Ellwanger;w;28.04.2007;06249/76725209;0156/8489591;marli_ellwanger@ultramail.none;1900 0000 0603 2670;07/20;Mastercard
387;;Astrid;Robinson;w;25.10.2018;06184/40304980;;astridrobinson@domain.none;0500 0000 0682 9677;10/06;Mastercard
388;Druff1848;Annely;Friedrichs;w;28.05.2017;04859/53838709;0153/9289221;annely_friedrichs@ultramail.none;2510 2000 0429 6380;06/19;Mastercard
